#HOLDKOOPA_RIGHT
12430	246	120	259	135	0
12431	276	120	290	135	0

#KICKKOOPALEFT
12432	35	80	50	95	0
12433	5	80	20	95	0
#KICKKOOPARIGHT
12434	395	80	410	95	0
12435	425	80	440	95	0

################### RACOON #################
 #IDLE
13001	243	634	263	661	0
13002	182	634	202	661	0

#WALK RIGHT
13003	272	634	293	661	0
13004	303	634	323	661	0

#WALK LEFT
13005	152	634	173	661	0
13006	122	634	143	661	0

#RUN RIGHT
13007	331	634	354	661	0
13008	362	634	384	661	0
13009	393	634	413	661	0

#RUN LEFT
13010	91	634	114	661	0
13011	61	634	83	661	0
13012	32	634	52	661	0

#BRACE RIGHT & LEFT
13013	425	633	440	662	0
13014	5	633	20	662	0


#JUMP WALK RIGHT & LEFT
13015	392	754	414	780	0
13016	31	754	53	780	0


#JUMP RUN RIGHT & LEFT 
13101	331	714	354	740	0
13102	91	714	114	740	0


#HOLDKOOPA_RIGHT
13017	242	794	263	821	0
13018	272	794	293	821	0
13019	303	794	323	821	0

#HOLDKOOPA_LEFT
13020	182	794	203	821	0
13021	152	794	173	821	0
13022	122	794	142	821	0


#KICKKOOPARIGHT
13023	422	754	443	781	0

#KICKKOOPALEFT
13024	2	754	23	781	0

#SIT RIGHT & LEFT
13030	392	719	413	736	0
13031	32	719	53	736	0

#FLYING
#FLYING RIGHT
13040	361	714	384	741	0
13041	361	754	384	780	0
#FLYING LEFT
13042	61	714	84	741	0
13043	61	754	84	780	0
#TAIL ATTACK
#IDLE BEHIND AND IN FRONT OF
13070	215	633	230	661	0
13071	215	674	230	701	0
#TAIL ATTACK RIGHT
13072	331	634	354	661	0
#TAIL ATTACK LEFT
13073	91	634	114	661	0
#TAIL ATTACK MOVING
#BEHIND AND IN FRONT OF
#RIGHT
13074	245	753	260	781	0
13075	275	754	290	781	0
#LEFT
13076	185	753	200	781	0
13077	155	754	170	781	0




# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
400	11121	100
401	11111	100

#WALKING RIGHT & LEFT 
500	11121	100	11222	100	11223	100
501	11111	100	11212	100	11213	100

#RUNNING RIGHT & LEFT
600	11321	50	11322	50	11323	50
601	11311	50	11312	50	11313	50

#JUMP WALK
700	11417	100
701	11413	100

#JUMP RUN
800	11427	100
801	11423	100

#SIT RIGHT & LEFT 
900	11521	100
901	11511	100

#BRACE RIGHT & LEFT 
1000	11621	100
1001	11611	100

#HOLDKOOPA_LEFT
1180	11701	100	11702	100	11703	100
#HOLDKOOPA_RIGHT
1181	11704	100	11705	100	11706	100
#HOLDKOOPA_LEFT_IDLE
1182	11703	100
#HOLDKOOPA_RIGHT_IDLE
1183	11706	100
#KICKKOOPA_LEFT
1184	11707	100	11708	100
#KICKKOOPA_RIGHT
1185	11709	100	11710	100

#DIE
999	12999	100

################### SMALL #################
1100	12121	100
1102	12111	100


#WALK LEFT & RIGHT 
1200	12121	100	12222	100	12223	100
1201	12111	100	12212	100	12213	100

#RUN LEFT & RIGHT
1300	12321	100	12322	100	12323	100
1301	12311	100	12312	100	12313	100

#BRACE LEFT & RIGHT
1401	12511	100
1400	12521	100

#JUMP WALK
1500	12417	100
1501	12413	100

#JUMP RUN 
1601	12423	100
1600	12427	100
#HOLDKOOPA_LEFT
1700	12428	100	12429	100
#HOLDKOOPA_RIGHT
1701	12430	100	12431	100
#HOLDKOOPA_LEFT_IDLE
1702	12428	100
#HOLDKOOPA_RIGHT_IDLE
1703	12430	100
#KICKKOOPA_LEFT
1704	12433	100	12433	100
#KICKKOOPA_RIGHT
1705	12434	100	12435	100

################### RACOON #################
#IDLE
1800	13001	100
1801	13002	100
#WALK RIGHT & LEFT
1805	13001	100	13003	100	13004	100
1806	13002	100	13005	100	13006	100
#RUN RIGHT & LEFT
1810	13007	100	13008	100	13009	100
1811	13010	100	13011	100	13012	100
#BRACE LEFT & RIGHT
1815	13013	100
1816	13014	100
#JUMP WALK
1820	13015	100
1821	13016	100
#JUMP RUN
1825	13101	100
1826	13102	100
#HOLDKOOPA_RIGHT
1830	13017	100	13018	100	13019	100
#HOLDKOOPA_LEFT
1831	13020	100	13021	100	13022	100
#HOLDKOOPA_RIGHT_IDLE
1832	13017	100
#HOLDKOOPA_LEFT_IDLE
1833	13020	100
#KICkKOOPA_RIGHT
1834	13023	100
#KICKKOOPA_LEFT
1835	13024	100
#SIT RIGHT & LEFT
1836	13030	100
1837	13031	100
#FLYING RIGHT & LEFT
1838	13040	100	13041	100
1839	13042	100	13043	100
#TAIL ATTACK IDLE RIGHT & LEFT
1840	13070	100	13072	100	13071	100
1841	13070	100	13073	100	13071	100
#TAIL ATTACK MOVING RIGHT & LEFT
1842	13074	100	13015	100	13075	100
1843	13076	100	13016	100	13077	100


